TWA\TWS,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,35,40,50,60,70
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,0,2.48,4.83,6.78,8.09,8.22,9.13,9.52,9.66,9.79,9.6,9.73,9.86,9.97,9.97,10.1,10.1,9.89,9.39,8.05,6.92
35,0,2.98,6,8.35,9.92,10.05,11.35,11.61,11.87,12,11.84,11.97,12.22,12.35,12.35,12.46,12.59,12.35,11.69,10,8.66
40,0,3.65,7.31,10.18,12,12.4,13.83,14.22,14.48,14.74,14.46,14.71,14.84,14.97,15.08,15.21,15.34,15.03,14.25,12.17,10.54
45,0,4.04,8.09,11.09,12.79,13.05,14.35,14.87,15.27,15.66,15.21,15.46,15.59,15.83,15.96,16.08,16.33,16.01,15.18,12.93,11.31
50,0,4.31,8.74,11.74,13.16,13.57,14.87,15.53,15.92,16.31,15.96,16.21,16.45,16.7,16.83,17.21,17.58,17.23,16.33,13.91,12.09
55,0,4.57,9.39,12.4,13.5,14.09,15.53,16.05,16.57,16.96,16.58,16.83,17.33,17.58,17.83,18.2,18.82,18.45,17.49,14.88,12.92
60,0,4.83,9.79,12.92,13.7,14.48,15.94,16.57,17.09,17.54,17.27,17.58,17.95,18.32,18.82,19.2,20.07,19.74,18.66,15.96,13.86
65,0,5.06,10.08,13.23,14,14.78,16.34,16.99,17.5,18.16,18.1,18.58,19.07,19.56,20.07,20.57,21.82,21.38,20.27,17.27,14.99
70,0,5.22,10.19,13.24,14,14.9,16.55,17.06,17.83,18.46,18.93,19.44,20.2,20.7,21.44,21.94,23.69,23.2,22,18.7,16.13
75,0,5.27,10.19,13.28,14.4,15.04,16.54,17.42,18.04,18.92,19.65,20.39,20.94,21.69,22.32,23.07,24.94,24.44,23.17,19.78,17.08
80,0,5.38,10.37,13.41,15,15.42,16.79,17.79,18.67,19.55,20.48,21.14,21.86,22.57,23.31,24.18,26.18,25.67,24.32,20.75,17.99
85,0,5.38,10.4,13.53,15.29,15.91,17.12,18.19,19.19,20.3,21.41,22.26,23.24,24.09,24.68,25.43,27.17,26.64,25.25,21.52,18.52
90,0,5.38,10.36,13.53,15.41,16.41,17.5,18.67,19.78,21.05,22.28,23.39,24.49,25.22,25.93,26.55,28.18,27.16,25.74,22.38,18.89
95,0,5.27,10.19,13.36,15.29,16.66,17.79,19.04,20.43,21.8,23.16,24.13,25.12,25.84,26.32,26.68,28.8,27.37,26.01,22.69,19.18
100,0,5.14,10,13.12,15.21,16.75,17.92,19.29,20.92,22.44,23.91,24.89,25.87,26.35,26.69,27.05,28.93,27.74,26.51,23.07,19.53
105,0,4.96,9.69,12.97,15.19,16.66,18.04,19.42,21.19,22.8,24.31,25.02,25.87,26.46,27.06,27.56,29.17,28.52,27.1,23.44,19.88
110,0,4.94,9.5,12.91,15.19,16.6,18.04,19.55,21.51,23.09,24.59,25.14,25.87,26.46,27.32,28.17,30.05,29.46,27.92,23.93,20.4
115,0,4.82,9.66,13.25,15.3,16.59,17.92,19.67,21.55,23.06,24.53,25.27,26.24,27.08,27.95,28.91,31.04,30.36,28.78,24.55,21.09
120,0,4.7,9.39,13.05,15.53,17.19,18.35,19.78,21.55,22.93,24.41,25.52,26.62,27.72,28.68,29.65,31.91,31.28,29.57,25.21,21.74
125,0,4.53,8.93,12.66,15.14,16.96,18.53,20.61,22.26,22.99,24.41,25.64,26.74,27.97,29.06,30.16,32.8,32.15,30.47,25.97,22.3
130,0,4.29,8.48,12,14.61,16.57,18.53,20.62,22.44,23.88,24.41,25.76,26.99,28.34,29.43,30.66,33.53,32.87,31.28,26.77,23.1
135,0,3.98,7.76,11.22,13.83,15.79,17.61,19.83,21.92,23.39,24.58,26,27.36,28.59,29.81,31.03,34.69,34.14,32.32,27.6,23.83
140,0,3.67,7.18,10.44,13.05,15.14,16.83,18.79,21.4,22.83,24.68,26.05,27.56,28.8,30.06,32.01,36.15,35.31,33.59,28.68,24.48
145,0,3.2,6.52,9.39,11.95,14.09,15.79,17.48,19.7,21.53,23.19,25.18,27.3,29.04,30.55,32.49,35.91,35.28,33.37,28.47,24.61
150,0,2.84,5.74,8.48,10.97,13.18,14.87,16.57,18.27,20.35,21.94,24.43,27.05,29.17,31.04,32.91,35.66,34.99,33.13,28.25,24.39
155,0,2.57,5.22,7.57,10.05,12,13.96,15.53,17.09,18.92,20.07,22.32,24.68,26.93,28.8,30.91,35.15,34.46,32.67,27.81,24.09
160,0,2.35,4.82,7.03,9.2,11.22,13.08,14.61,16.18,17.74,18.59,20.57,22.81,24.94,27.05,29.04,34.53,33.85,32.09,27.38,23.67
170,0,2.05,4.31,6.37,8.35,10.44,12.07,13.57,15.14,16.55,17.01,19.2,21.07,23.19,25.06,27.05,32.04,31.41,28.35,25.43,21.91
180,0,1.87,4.13,6.13,8.11,10.05,11.54,13.05,14.48,15.79,16.35,18.32,20.32,22.18,24.18,25.93,30.91,30.27,24.44,23.38,21.19
