TWA\TWS,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,35,40,50,60,70
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,0,2.41,4.69,6.58,7.85,7.97,8.86,9.23,9.37,9.5,9.6,9.73,9.86,9.97,9.97,10.1,10.1,9.89,9.39,8.05,6.92
35,0,2.89,5.82,8.1,9.62,9.75,11.01,11.26,11.51,11.64,11.84,11.97,12.22,12.35,12.35,12.46,12.59,12.35,11.69,10,8.66
40,0,3.54,7.09,9.87,11.64,12.03,13.42,13.79,14.05,14.3,14.46,14.71,14.84,14.97,15.08,15.21,15.34,15.03,14.25,12.17,10.54
45,0,3.92,7.85,10.76,12.41,12.66,13.92,14.42,14.81,15.19,15.21,15.46,15.59,15.83,15.96,16.08,16.33,16.01,15.18,12.93,11.31
50,0,4.18,8.48,11.39,12.77,13.16,14.42,15.06,15.44,15.82,15.96,16.21,16.45,16.7,16.83,17.21,17.58,17.23,16.33,13.91,12.09
55,0,4.43,9.11,12.03,13.1,13.67,15.06,15.57,16.07,16.45,16.58,16.83,17.33,17.58,17.83,18.2,18.82,18.45,17.49,14.88,12.92
60,0,4.69,9.5,12.53,13.29,14.05,15.46,16.07,16.58,17.01,17.27,17.58,17.95,18.32,18.82,19.2,20.07,19.74,18.66,15.96,13.86
65,0,4.91,9.78,12.83,13.58,14.34,15.85,16.48,16.97,17.62,18.1,18.58,19.07,19.56,20.07,20.57,21.82,21.38,20.27,17.27,14.99
70,0,5.14,10.01,13.03,13.87,14.67,16.29,16.79,17.52,18.17,18.93,19.44,20.2,20.7,21.44,21.94,23.69,23.2,22,18.7,16.13
75,0,5.27,10.19,13.28,14.4,15.04,16.54,17.42,18.04,18.92,19.65,20.39,20.94,21.69,22.32,23.07,24.94,24.44,23.17,19.78,17.08
80,0,5.38,10.37,13.41,15,15.42,16.79,17.79,18.67,19.55,20.48,21.14,21.86,22.57,23.31,24.18,26.18,25.67,24.32,20.75,17.99
85,0,5.38,10.4,13.53,15.29,15.91,17.12,18.19,19.19,20.3,21.41,22.26,23.24,24.09,24.68,25.43,27.17,26.64,25.25,21.52,18.52
90,0,5.38,10.36,13.53,15.41,16.41,17.5,18.67,19.78,21.05,22.28,23.39,24.49,25.22,25.93,26.55,28.18,27.16,25.74,22.38,18.89
95,0,5.27,10.19,13.36,15.29,16.66,17.79,19.04,20.43,21.8,23.16,24.13,25.12,25.84,26.32,26.68,28.8,27.37,26.01,22.69,19.18
100,0,5.14,10,13.12,15.21,16.75,17.92,19.29,20.92,22.44,23.91,24.89,25.87,26.35,26.69,27.05,28.93,27.74,26.51,23.07,19.53
105,0,4.96,9.69,12.97,15.19,16.66,18.04,19.42,21.19,22.8,24.31,25.02,25.87,26.46,27.06,27.56,29.17,28.52,27.1,23.44,19.88
110,0,4.79,9.4,12.91,15.19,16.6,18.04,19.55,21.51,23.09,24.59,25.14,25.87,26.46,27.32,28.17,30.05,29.46,27.92,23.93,20.4
115,0,4.68,9.37,12.85,15.04,16.59,17.92,19.67,21.55,23.06,24.53,25.27,26.24,27.08,27.95,28.91,31.04,30.36,28.78,24.55,21.09
120,0,4.56,9.11,12.66,15.06,16.67,17.8,19.78,21.55,22.93,24.41,25.52,26.62,27.72,28.68,29.65,31.91,31.28,29.57,25.21,21.74
125,0,4.39,8.66,12.28,14.69,16.45,17.97,19.99,21.59,22.93,24.41,25.64,26.74,27.97,29.06,30.16,32.8,32.15,30.47,25.97,22.3
130,0,4.16,8.23,11.64,14.17,16.07,17.97,20,21.77,23.16,24.41,25.76,26.99,28.34,29.43,30.66,33.53,32.87,31.28,26.77,23.1
135,0,3.86,7.53,10.88,13.42,15.32,17.08,19.24,21.26,22.69,24.58,26,27.36,28.59,29.81,31.03,34.69,34.14,32.32,27.6,23.83
140,0,3.56,6.96,10.13,12.66,14.69,16.33,18.23,20.76,22.15,24.68,26.05,27.56,28.8,30.06,32.01,36.15,35.31,33.59,28.68,24.48
145,0,3.1,6.32,9.11,11.59,13.67,15.32,16.96,19.11,20.88,23.19,25.18,27.3,29.04,30.55,32.49,35.91,35.28,33.37,28.47,24.61
150,0,2.75,5.57,8.23,10.64,12.78,14.42,16.07,17.72,19.74,21.94,24.43,27.05,29.17,31.04,32.91,35.66,34.99,33.13,28.25,24.39
155,0,2.49,5.06,7.34,9.75,11.64,13.54,15.06,16.58,18.35,20.07,22.32,24.68,26.93,28.8,30.91,35.15,34.46,32.67,27.81,24.09
160,0,2.28,4.68,6.82,8.92,10.88,12.69,14.17,15.69,17.21,18.59,20.57,22.81,24.94,27.05,29.04,34.53,33.85,32.09,27.38,23.67
170,0,1.99,4.18,6.18,8.1,10.13,11.71,13.16,14.69,16.05,17.01,19.2,21.07,23.19,25.06,27.05,32.04,31.41,28.35,25.43,21.91
180,0,1.81,4.01,5.95,7.87,9.75,11.19,12.66,14.05,15.32,16.35,18.32,20.32,22.18,24.18,25.93,30.91,30.27,24.44,23.38,21.19
