TWA\TWS,0,4,6,8,10,12,14,16,20,25,30,40
0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,1.735,2.528,4.012,4.564,5.878,7.111,8.144,9.288,8.395,7.342,1.705
30,0,2.578,3.661,5.697,6.77,8.365,10.13,11.755,13.611,12.397,10.692,2.538
40,0,3.4,4.804,7.362,8.856,10.822,13.089,15.045,17.542,16.138,13.811,3.35
50,0,4.172,6.098,9.147,10.883,13.43,16.249,18.194,20.792,19.518,17.151,4.112
60,0,4.915,7.202,10.16,12.678,14.995,18.435,20.612,23.52,22.628,19.91,4.834
70,0,5.436,7.743,10.712,13.661,16.128,19.879,22.397,24.724,25.546,22.949,5.456
80,0,5.797,8.295,11.344,14.774,17.643,21.645,24.413,25.938,28.114,25.787,5.777
90,0,5.837,8.676,11.916,15.928,19.358,23.55,26.118,26.89,29.699,27.984,5.878
100,0,5.968,8.856,12.287,16.58,20.511,25.115,27.001,27.412,30.672,29.749,5.998
110,0,5.998,8.957,12.487,16.88,21.254,26.028,27.843,27.843,31.544,30.662,5.968
120,0,5.938,8.947,12.457,16.539,21.173,25.546,28.034,28.265,31.835,30.08,5.627
130,0,5.196,8.174,11.394,14.674,19.117,23.671,26.921,29.629,31.745,29.548,5.045
140,0,4.604,6.74,9.539,12.357,16.339,20.652,24.142,29.558,30.521,28.856,4.534
150,0,4.012,5.597,8.024,10.521,13.912,17.603,20.612,26.309,28.234,26.971,3.952
160,0,3.42,4.624,6.75,9.117,11.926,14.985,17.563,22.186,24.132,23.54,3.29
170,0,2.828,3.691,5.577,7.924,10.14,12.527,14.664,18.044,20.02,20.11,2.708
180,0,2.237,2.728,4.383,6.81,8.365,10.02,11.675,13.912,15.918,16.68,2.146
