TWA\TWS,0,4,6,8,10,12,14,16,20,25,30,40
0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,1.73,2.52,4,4.55,5.86,7.09,8.12,9.26,8.37,7.32,1.7
30,0,2.57,3.65,5.68,6.75,8.34,10.1,11.72,13.57,12.36,10.66,2.53
40,0,3.39,4.79,7.34,8.83,10.79,13.05,15,17.49,16.09,13.77,3.34
50,0,4.16,6.08,9.12,10.85,13.39,16.2,18.14,20.73,19.46,17.1,4.1
60,0,4.9,7.25,10.23,12.77,15.1,18.57,20.77,23.45,22.56,19.85,4.82
70,0,5.59,7.96,11.01,14.04,16.58,20.43,23.02,25.32,25.47,22.88,5.44
80,0,5.96,8.53,11.66,15.19,18.13,22.25,25.09,26.66,28.61,25.71,5.76
90,0,6,8.92,12.25,16.37,19.9,24.21,26.85,27.64,30.53,27.9,5.86
100,0,6.13,9.1,12.63,17.04,21.08,25.81,27.75,28.18,31.53,30.12,5.98
110,0,6.17,9.21,12.84,17.35,21.85,26.75,28.62,28.62,32.42,31.52,5.95
120,0,5.92,8.97,12.53,16.66,21.46,26.26,28.81,29.05,32.72,30.92,5.61
130,0,5.18,8.15,11.36,14.63,19.06,23.6,26.98,29.84,32.54,30.37,5.17
140,0,4.59,6.72,9.51,12.32,16.29,20.59,24.07,29.47,30.43,29.21,4.59
150,0,4,5.58,8,10.49,13.87,17.55,20.55,26.23,28.15,26.89,3.94
160,0,3.41,4.61,6.73,9.09,11.89,14.94,17.51,22.12,24.06,23.47,3.28
170,0,2.82,3.68,5.56,7.9,10.11,12.49,14.62,17.99,19.96,20.05,2.7
180,0,2.23,2.72,4.37,6.79,8.34,9.99,11.64,13.87,15.87,16.63,2.14
