TWA\TWS,0,6,8,10,12,14,16,18,20,22,24,26,28,30,40,50,60
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,0.953,1.906,2.387,2.859,1.906,3.811,3.811,3.811,2.859,5.717,5.717,5.717,5.717,3.811,2.497,1.234
30,0,1.906,3.811,4.283,5.717,5.717,7.151,7.623,7.623,5.717,9.528,9.528,9.528,9.528,6.67,4.373,2.146
40,0,3.811,6.199,7.001,9.147,10.481,11.916,13.34,12.387,12.387,14.293,14.293,14.293,14.293,9.91,6.499,3.19
45,0,5.246,7.623,8.867,11.916,13.34,15.246,17.151,16.198,16.098,17.151,17.151,17.151,17.151,12.196,7.994,3.932
50,0,6.58,9.528,11.534,14.393,16.58,18.776,20.01,20.301,20.491,20.682,20.682,20.772,20.682,14.393,9.428,4.634
53,0,7.242,10.291,12.477,15.436,17.813,20.01,21.444,21.825,22.016,22.206,22.297,22.397,22.297,15.436,10.12,4.975
56,0,7.914,11.244,13.53,16.479,18.866,21.153,22.778,23.25,23.54,23.721,23.821,24.012,24.012,16.479,10.802,5.316
59,0,8.676,12.106,14.293,17.342,19.729,22.106,23.922,24.674,25.155,25.246,25.536,25.627,25.727,17.342,11.364,5.587
60,0,8.927,12.267,14.483,17.563,19.98,22.397,24.232,25.125,25.697,25.757,26.078,26.208,26.269,17.563,11.514,5.657
62,0,9.428,12.578,14.864,18.004,20.471,22.969,24.844,25.988,26.78,26.75,27.131,27.342,27.342,18.004,11.805,5.807
65,0,9.719,13.049,15.346,18.676,21.254,23.721,25.827,27.342,28.295,28.124,28.606,29.067,29.067,18.676,12.247,6.018
70,0,10.19,13.53,16.008,19.629,22.487,25.155,27.442,29.348,30.591,30.682,31.544,31.925,31.825,19.629,12.868,6.329
80,0,10.672,14.002,17.061,20.963,25.246,28.204,30.301,32.587,34.022,34.583,36.108,36.971,36.971,20.963,13.741,6.76
90,0,10.963,14.393,17.813,22.106,27.252,31.063,33.069,35.065,36.208,37.542,39.067,40.11,40.21,22.106,14.433,7.091
100,0,11.143,14.584,18.204,22.487,27.924,32.497,34.493,36.589,37.542,39.167,40.401,41.163,41.544,22.487,14.804,7.272
110,0,11.143,14.584,18.204,22.297,28.014,32.778,34.874,36.971,37.923,39.448,40.591,40.782,41.454,22.297,14.614,7.181
120,0,10.862,14.002,17.633,22.016,27.442,32.497,34.493,36.68,37.923,39.067,39.929,39.929,40.591,22.016,14.523,7.091
125,0,10.01,13.53,17.061,21.635,26.68,31.635,33.921,36.399,37.833,38.686,39.538,39.739,40.11,21.635,14.182,6.971
130,0,8.766,11.916,15.727,20.682,25.827,30.491,33.35,35.927,37.643,38.305,38.876,39.167,39.348,20.682,13.551,6.66
135,0,7.713,10.481,13.912,18.576,23.721,28.395,31.635,34.975,36.589,37.643,37.923,38.114,38.214,18.576,12.176,5.988
140,0,6.861,9.147,12.006,16.479,21.254,25.918,28.876,32.116,33.921,35.446,36.018,36.208,36.499,16.479,10.802,5.316
145,0,6.098,7.914,10.291,14.293,18.776,23.54,26.299,29.348,31.063,32.678,33.35,33.54,33.831,14.293,9.368,4.604
150,0,5.436,6.861,8.766,12.387,16.389,21.444,24.012,26.68,28.295,29.919,30.591,30.973,31.344,12.387,8.124,3.992
155,0,4.574,3.28,6.67,10.01,13.34,17.633,19.057,20.963,23.821,24.774,25.727,26.68,27.633,9.91,6.499,3.19
160,0,3.811,2.778,5.436,8.195,10.481,14.293,15.246,16.961,19.057,20.01,20.963,21.916,22.868,8.285,5.436,2.668
170,0,2.477,2.367,3.811,5.717,5.717,9.528,9.528,10.481,11.434,11.434,12.387,13.34,14.293,5.807,3.721,1.876
180,0,1.745,2.006,2.849,4.162,2.859,6.399,6.399,6.399,6.399,6.399,6.399,6.399,7.623,4.162,2.588,1.304
