TWA\TWS,0,6,8,10,12,14,16,18,20,24,28,30,40,50
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,0,4.383,5.155,5.537,5.837,5.938,6.128,5.998,6.229,6.219,6.229,6.229,6.229,4.704
50,0,4.614,5.356,5.827,6.199,6.329,6.65,6.479,6.71,6.79,6.901,6.901,6.901,5.206
55,0,4.784,5.547,6.118,6.54,6.71,7.101,6.931,7.192,7.372,7.472,7.472,7.472,5.667
60,0,4.945,5.737,6.349,6.81,7.101,7.522,7.492,7.663,7.853,8.044,8.044,8.044,6.138
65,0,5.025,5.898,6.57,7.161,7.442,7.884,8.034,8.195,8.325,8.626,8.716,8.716,6.62
70,0,5.105,5.978,6.84,7.412,7.803,8.215,8.475,8.736,8.907,9.187,9.388,9.368,7.101
75,0,5.155,6.018,7.031,7.703,8.164,8.566,8.867,9.177,9.478,9.719,9.88,10.06,7.573
80,0,5.226,6.078,7.121,7.964,8.455,8.907,9.238,9.569,9.99,10.16,10.351,10.612,7.984
85,0,5.306,6.158,7.202,8.114,8.726,9.218,9.549,9.89,10.441,10.562,10.852,11.023,8.355
90,0,5.356,6.269,7.252,8.184,8.927,9.498,9.789,10.09,10.933,10.873,11.254,11.364,8.586
95,0,5.386,6.349,7.312,8.285,9.147,9.769,10.03,10.281,11.324,11.173,11.635,11.695,8.756
100,0,5.426,6.439,7.412,8.425,9.318,10.08,10.301,10.531,11.545,11.494,11.956,12.126,8.977
105,0,5.386,6.449,7.452,8.475,9.438,10.281,10.572,10.862,11.765,11.805,12.317,12.558,9.198
110,0,5.366,6.419,7.372,8.546,9.528,10.441,10.873,11.314,12.056,12.126,12.638,12.848,9.358
115,0,5.386,6.389,7.222,8.475,9.438,10.542,11.173,11.795,12.357,12.407,12.929,12.979,9.559
120,0,5.456,6.419,7.161,8.375,9.378,10.552,11.334,12.106,12.708,12.708,13.019,13.059,9.689
125,0,5.436,6.419,7.121,8.285,9.368,10.582,11.394,12.196,12.929,12.969,13.019,13.169,9.719
130,0,5.356,6.329,7.091,8.265,9.408,10.592,11.344,12.166,12.858,12.969,12.959,13.169,9.779
135,0,5.155,6.128,7.051,8.174,9.308,10.411,10.973,11.906,12.588,12.718,12.929,12.929,9.749
140,0,4.865,5.837,6.84,7.974,8.967,10.11,10.521,11.545,12.036,12.357,12.548,12.487,9.639
145,0,4.544,5.446,6.509,7.773,8.656,9.849,10.261,11.234,11.585,11.876,12.056,12.126,9.468
150,0,4.253,5.045,6.199,7.472,8.365,9.539,9.99,10.943,11.204,11.404,11.555,11.675,9.228
155,0,3.892,4.674,5.847,6.981,8.024,9.238,9.669,10.602,10.832,10.913,10.963,11.003,8.706
160,0,3.5,4.313,5.416,6.329,7.302,8.666,8.997,9.719,9.839,9.96,10.15,10.09,8.034
180,0,2.528,3.019,3.791,4.383,4.965,5.547,5.988,6.69,6.72,6.8,6.941,7.001,5.496
