TWA\TWS,0,6,8,10,12,14,16,18,20,24,28,30,40,50
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,0,4.37,5.14,5.52,5.82,5.92,6.11,5.98,6.21,6.2,6.21,6.21,6.21,4.69
50,0,4.6,5.34,5.81,6.18,6.31,6.63,6.46,6.69,6.77,6.88,6.88,6.88,5.19
55,0,4.77,5.53,6.1,6.52,6.69,7.08,6.91,7.17,7.35,7.45,7.45,7.45,5.65
60,0,4.93,5.72,6.33,6.79,7.08,7.5,7.47,7.64,7.83,8.02,8.02,8.02,6.12
65,0,5.01,5.88,6.55,7.14,7.42,7.86,8.01,8.17,8.3,8.6,8.69,8.69,6.6
70,0,5.09,5.96,6.82,7.39,7.78,8.19,8.45,8.71,8.88,9.16,9.36,9.34,7.08
75,0,5.14,6,7.01,7.711,8.238,8.711,9.017,9.333,9.639,9.884,10.047,10.03,7.55
80,0,5.21,6.06,7.1,8.004,8.632,9.235,9.578,9.922,10.358,10.535,10.733,10.58,7.96
85,0,5.29,6.14,7.18,8.155,8.909,9.558,9.901,10.254,10.826,10.951,11.253,10.99,8.33
90,0,5.34,6.25,7.23,8.225,9.114,9.849,10.15,10.462,11.336,11.274,11.669,11.33,8.56
95,0,5.37,6.33,7.29,8.326,9.339,10.13,10.4,10.66,11.742,11.586,12.064,11.66,8.73
100,0,5.41,6.42,7.39,8.467,9.513,10.452,10.681,10.92,11.97,11.918,12.397,12.09,8.95
105,0,5.37,6.43,7.43,8.518,9.636,10.66,10.962,11.263,12.199,12.241,12.771,12.52,9.17
110,0,5.35,6.4,7.35,8.588,9.728,10.826,11.274,11.731,12.501,12.574,13.104,12.81,9.33
115,0,5.37,6.37,7.2,8.518,9.636,10.93,11.586,12.23,12.813,12.865,13.406,12.94,9.53
120,0,5.44,6.4,7.14,8.417,9.574,10.941,11.752,12.553,13.177,13.177,13.499,13.02,9.66
125,0,5.42,6.4,7.1,8.326,9.564,10.972,11.814,12.646,13.406,13.447,13.499,13.13,9.69
130,0,5.34,6.31,7.07,8.306,9.605,10.982,11.762,12.615,13.333,13.447,13.437,13.13,9.75
135,0,5.14,6.11,7.03,8.215,9.503,10.795,11.378,12.345,13.052,13.187,13.406,12.89,9.72
140,0,4.85,5.82,6.82,8.014,9.155,10.483,10.91,11.97,12.48,12.813,13.01,12.45,9.61
145,0,4.53,5.43,6.49,7.812,8.837,10.213,10.639,11.648,12.012,12.314,12.501,12.09,9.44
150,0,4.24,5.03,6.18,7.51,8.54,9.89,10.358,11.346,11.617,11.825,11.981,11.64,9.2
155,0,3.88,4.66,5.83,7.016,8.192,9.578,10.026,10.993,11.232,11.315,11.367,10.97,8.68
160,0,3.49,4.3,5.4,6.36,7.455,8.986,9.329,10.078,10.202,10.327,10.525,10.06,8.01
180,0,2.52,3.01,3.78,4.37,4.95,5.53,5.97,6.67,6.7,6.78,6.92,6.98,5.48
