TWA\TWS,0,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,35,40,60,70
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0.32,0.43,0.5,0.36,0.37,0.34,0.42,0.44,0.64,0.67,0.68,0.69,0.71,0.73,0.77,0.78,0.76,0.66,0.53,0.78,0.79,0.7,0.69,0.54,0.53,0.59,0.61,0.64,0.65,0.5,0.3
16,0,1.32,1.76,2.09,1.7,1.77,1.6,1.64,1.58,2.23,2.33,2.39,2.43,2.49,2.55,2.69,2.73,2.66,2.36,1.94,2.71,2.75,2.48,2.44,1.98,1.95,2.12,2.2,2.29,2.32,1.32,1.09
24,0,2.22,2.97,3.52,3.59,3.72,3.4,3.59,3.57,4.36,4.55,4.66,4.74,4.86,4.98,5.21,5.26,5.18,4.69,3.96,5.29,5.38,4.94,4.86,4.05,3.99,4.31,4.45,4.64,4.65,2.79,2.17
32,0,3.08,4.11,4.88,5.38,5.59,5.09,5.43,5.56,6.56,6.86,7.01,7.14,7.32,7.5,7.76,7.77,7.8,7.28,6.34,7.95,8.1,7.66,7.55,6.55,6.44,6.88,7.11,7.34,7.26,4.54,3.4
40,0,4.35,5.57,6.45,6.99,7.27,6.62,7.13,7.52,8.27,8.64,8.85,9,9.23,9.46,9.54,9.64,9.84,9.61,8.87,10.02,10.21,10.13,9.98,9.22,9.07,9.53,9.85,10.06,9.74,6.41,4.55
41,0,4.5,5.73,6.62,7.14,7.39,6.87,7.31,7.75,8.41,8.79,8.99,9.16,9.39,9.61,9.72,9.83,9.99,9.86,9.18,10.19,10.39,10.39,10.23,9.54,9.39,9.85,10.17,10.38,10,6.73,4.68
44,0,4.97,6.19,6.97,7.4,7.74,7.62,8.05,8.35,8.9,9.19,9.37,9.54,9.8,10.03,10.14,10.3,10.43,10.49,10.06,10.64,10.83,11.05,10.87,10.51,10.35,10.74,11.1,11.26,10.71,7.46,5.01
45,0,5.11,6.36,7.07,7.5,7.87,7.88,8.29,8.6,9.07,9.29,9.52,9.69,9.91,10.19,10.29,10.4,10.54,10.62,10.34,10.81,11,11.19,11.07,10.83,10.65,11.02,11.38,11.53,10.89,7.66,5.1
46,0,5.26,6.47,7.17,7.59,8,8.13,8.52,8.85,9.22,9.4,9.63,9.81,10.03,10.36,10.48,10.58,10.67,10.78,10.61,10.99,11.17,11.36,11.23,11.14,10.95,11.28,11.66,11.79,11.07,7.81,5.17
47,0,5.39,6.55,7.25,7.66,8.15,8.37,8.75,9.08,9.37,9.56,9.75,9.91,10.15,10.5,10.58,10.69,10.79,10.92,10.87,11.14,11.32,11.51,11.42,11.43,11.24,11.54,11.91,12.01,11.17,7.95,5.23
48,0,5.53,6.6,7.33,7.74,8.29,8.61,8.97,9.3,9.52,9.67,9.86,10.03,10.25,10.63,10.7,10.8,10.91,11.06,11.13,11.27,11.47,11.65,11.62,11.72,11.52,11.89,12.16,12.19,11.28,8.1,5.28
49,0,5.66,6.65,7.41,7.82,8.46,8.85,9.18,9.52,9.69,9.83,9.96,10.14,10.36,10.76,10.82,10.91,11.03,11.17,11.36,11.42,11.61,11.79,11.83,11.99,11.8,12.12,12.36,12.32,11.37,8.28,5.32
50,0,5.77,6.71,7.49,7.9,8.63,9.08,9.34,9.73,9.86,9.96,10.09,10.24,10.47,10.88,10.92,11.01,11.15,11.3,11.5,11.56,11.76,11.92,12,12.13,11.93,12.31,12.57,12.44,11.55,8.41,5.4
51,0,5.85,6.76,7.59,7.96,8.75,9.31,9.51,9.86,9.98,10.1,10.21,10.38,10.58,11.01,11.07,11.17,11.24,11.48,11.7,11.72,11.91,12.09,12.18,12.37,12.13,12.48,12.82,12.57,11.67,8.52,5.46
53,0,6,6.87,7.73,8.12,8.97,9.5,9.68,10.02,10.18,10.31,10.45,10.62,10.8,11.26,11.27,11.49,11.5,11.71,11.89,12.02,12.2,12.36,12.49,12.65,12.46,12.79,13.1,12.85,11.86,8.67,5.56
54,0,6.09,6.91,7.82,8.19,9.08,9.57,9.76,10.08,10.27,10.41,10.57,10.74,10.9,11.4,11.4,11.59,11.65,11.84,12.05,12.18,12.37,12.51,12.67,12.83,12.66,12.98,13.31,13.05,11.96,8.8,5.62
55,0,6.16,6.96,7.89,8.26,9.18,9.64,9.83,10.18,10.39,10.51,10.68,10.84,11.03,11.53,11.53,11.74,11.79,12,12.2,12.36,12.54,12.69,12.86,13.03,12.86,13.17,13.51,13.18,12.13,8.94,5.68
60,0,6.39,7.21,8.19,8.63,9.5,10,10.24,10.66,10.88,11.07,11.31,11.53,11.82,12.3,12.41,12.56,12.78,13.04,13.26,13.48,13.7,13.88,14.07,14.28,14.24,14.53,14.79,14.36,13.17,9.63,6.05
