TWA\TWS,0,4,6,8,10,12,14,16,20,24,30,35,40,50,60,70
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,0,2.427,3.631,4.493,5.256,5.055,5.537,5.587,5.627,5.356,5.837,5.356,4.824,3.952,2.327,0.602
35,0,3.26,4.885,5.827,6.77,6.81,7.202,7.302,7.332,7.472,7.492,7.212,6.158,4.935,2.969,0.983
40,0,3.731,5.607,6.68,7.462,7.874,8.084,8.235,8.385,8.425,8.505,8.154,7.041,5.817,3.44,1.174
45,0,4.002,5.998,7.061,7.763,8.124,8.345,8.465,8.726,8.806,9.338,8.756,7.663,6.309,3.831,1.404
50,0,4.263,6.389,7.442,7.984,8.315,8.465,8.656,8.856,9.077,9.89,9.077,8.044,6.61,4.162,1.585
60,0,4.524,6.78,7.803,8.295,8.596,8.796,8.937,9.147,9.458,10.682,9.458,8.515,6.971,4.574,1.795
70,0,4.674,6.981,7.944,8.475,8.897,9.157,9.358,9.649,9.859,11.123,9.91,8.957,7.252,4.794,1.896
80,0,4.674,6.991,7.944,8.515,9.037,9.458,9.739,10.17,10.441,11.725,10.441,9.398,7.703,5.065,2.006
90,0,4.694,7.031,8.084,8.676,9.087,9.579,10.06,10.742,11.234,12.367,11.153,10.12,8.285,5.436,2.136
100,0,4.644,6.971,8.064,8.736,9.308,9.819,10.241,10.913,11.855,12.768,11.695,10.672,8.746,5.727,2.257
110,0,4.574,6.901,8.084,8.887,9.559,10.221,10.832,11.805,12.517,13.46,12.317,11.234,9.288,6.038,2.377
120,0,4.443,6.67,8.014,8.867,9.679,10.391,11.113,12.788,14.092,14.473,13.37,12.036,9.89,6.479,2.548
130,0,4.203,6.309,7.763,8.616,9.438,10.261,11.103,12.919,14.804,15.386,14.483,13.039,10.521,7.011,2.758
140,0,3.731,5.597,7.121,8.114,8.887,9.669,10.742,13.139,15.687,16.098,15.687,14.112,11.494,7.583,2.919
145,0,3.44,5.165,6.63,7.793,8.596,9.398,10.461,12.889,15.908,16.289,15.908,14.323,11.474,7.462,2.909
150,0,3.18,4.774,6.178,7.392,8.285,8.977,9.739,11.745,14.945,15.587,14.945,13.45,11.023,7.252,2.768
155,0,2.909,4.373,5.657,6.911,7.833,8.505,9.228,10.923,13.43,14.022,13.43,12.086,9.9,6.509,2.548
160,0,2.678,4.022,5.196,6.329,7.302,8.024,8.706,10.221,12.126,12.628,12.126,10.913,8.947,5.888,2.307
170,0,2.327,3.5,4.554,5.607,6.57,7.402,7.964,9.308,10.722,10.832,10.722,9.649,7.723,5.186,2.036
180,0,2.076,3.099,4.142,5.135,6.098,6.971,7.713,8.786,9.92,9.88,9.92,8.927,6.951,4.684,1.946
