TWA\TWS,0,2,4,5,6,7,8,9,10,12,14,16,18,20,22,24,25,26,28,30,32,34,35,36,37,38,39,40,41,42,44,46,48,50,60,70
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,0,1.11,1.608,2.094,1.851,2.464,3.574,2.198,5.552,7.403,7.403,7.033,8.641,9.011,9.011,7.773,8.641,7.16,5.679,5.679,6.292,6.05,5.703,5.471,4.823,4.615,4.303,4.257,4.014,3.91,3.62,3.424,3.146,2.88,1.874,1.006
35,0,1.481,2.094,2.591,2.348,3.574,4.442,3.806,6.79,9.138,8.641,8.768,10.121,10.619,10.619,9.254,9.994,8.641,8.027,8.143,7.715,7.414,7.044,6.79,5.992,5.668,5.332,5.46,4.985,4.904,4.523,4.28,3.921,3.563,2.452,1.33
40,0,1.747,2.591,3.204,3.331,4.754,5.922,6.605,8.27,10.734,10.121,10.619,11.232,11.972,11.972,10.619,11.602,10.121,10.364,10.364,9.381,9.138,8.617,8.675,8.039,7.761,7.287,7.021,6.848,6.57,6.154,5.818,5.321,4.858,3.192,1.7
45,0,2.059,3.204,3.829,4.314,6.547,7.773,8.386,10.364,12.099,11.602,11.602,12.342,13.082,13.082,12.215,13.082,11.729,11.972,12.099,10.931,10.619,9.948,10.086,9.439,9.115,8.641,8.351,8.051,7.727,7.229,6.813,6.246,5.691,3.759,2.013
50,0,2.394,3.574,4.569,5.679,7.657,8.768,9.207,11.104,12.585,12.342,12.342,13.117,13.788,13.973,14.193,14.436,13.695,13.325,13.302,12.481,12.111,11.405,11.498,11.035,10.595,10.156,9.832,9.485,9.149,8.594,8.039,7.368,6.755,4.395,2.337
55,0,2.591,3.944,5.182,6.292,8.143,9.138,9.855,11.798,13.013,12.874,13.024,13.927,14.436,14.84,15.176,15.743,15.176,14.193,14.32,13.418,13.117,12.423,12.596,12.041,11.486,11.081,10.723,10.376,10.005,9.404,8.814,8.143,7.438,4.858,2.579
60,0,2.637,4.199,5.679,6.663,8.513,9.554,10.376,12.226,13.429,13.267,13.834,14.829,15.176,15.824,16.286,16.656,16.171,15.06,15.384,14.609,14.285,13.568,13.799,13.233,12.608,11.983,11.625,11.22,10.769,10.133,9.589,8.837,8.004,5.275,2.788
65,0,2.614,4.245,5.957,6.905,8.71,9.855,10.792,12.481,13.591,13.707,14.586,15.801,15.916,16.656,17.189,17.501,17.189,16.414,16.541,16.275,15.754,14.875,14.898,14.47,13.846,13.024,12.631,12.134,11.729,11.035,10.352,9.601,8.722,5.691,3.019
70,0,2.591,4.314,6.177,7.137,8.883,10.121,11,12.712,13.811,14.32,15.303,16.656,16.784,17.524,18.183,18.392,18.264,17.524,17.767,18.056,17.351,16.39,16.032,15.546,14.898,13.961,13.545,13.105,12.585,11.845,11.116,10.248,9.416,6.142,3.25
75,0,2.591,4.442,6.454,7.403,9.057,10.364,11.197,12.839,14.017,15.241,16.494,17.745,17.874,18.63,19.774,19.514,19.892,19.137,19.385,19.75,19.043,17.933,17.581,16.716,15.974,14.935,14.436,13.892,13.441,12.573,11.81,10.896,9.948,6.524,3.459
80,0,2.591,4.569,6.732,7.773,9.196,10.561,11.451,12.955,14.306,16.049,17.455,18.863,19.007,19.765,21.305,20.799,21.569,20.92,21.052,21.004,20.414,19.199,19.004,17.791,16.946,15.822,15.245,14.679,14.204,13.29,12.481,11.532,10.514,6.882,3.667
85,0,2.591,4.638,7.021,8.085,9.381,10.746,11.729,12.955,14.621,16.428,18.093,19.765,19.789,20.751,22.099,21.822,22.592,22.207,22.339,21.87,21.244,20.017,19.78,18.75,17.863,16.65,15.939,15.454,14.875,14.008,13.082,12.099,11.058,7.253,3.84
90,0,2.591,4.708,7.229,8.386,9.577,10.989,11.845,12.955,14.808,16.807,18.61,20.414,20.739,21.665,22.724,22.844,23.362,23.229,23.494,22.616,21.966,20.703,20.341,19.401,18.486,17.268,16.552,15.962,15.442,14.47,13.533,12.539,11.451,7.519,3.967
95,0,2.591,4.777,7.403,8.49,9.751,11.104,11.845,12.863,14.924,17.009,19.26,21.052,21.774,22.267,23.109,23.747,23.999,24.132,24.384,23.35,22.76,21.473,20.687,19.757,18.827,17.571,16.853,16.229,15.731,14.736,13.776,12.747,11.683,7.623,4.048
100,0,2.591,4.835,7.53,8.49,9.763,11.104,11.845,12.839,15.052,17.187,19.897,21.437,22.688,22.76,23.747,24.264,24.516,24.769,25.034,24.336,23.626,22.219,21.033,20.1,19.085,17.839,17.142,16.529,15.928,14.921,14.031,12.99,11.833,7.727,4.106
105,0,2.591,4.881,7.657,8.513,9.716,10.989,11.845,12.77,15.052,17.317,20.029,21.69,23.326,23.277,23.951,24.516,24.769,25.034,25.286,24.829,24.107,22.688,21.367,20.408,19.403,18.061,17.351,16.726,16.159,15.187,14.193,13.152,11.983,7.831,4.153
110,0,2.568,4.939,7.75,8.513,9.566,10.861,11.729,12.712,14.971,17.435,20.15,22.074,23.458,23.795,24.276,24.661,25.034,25.154,25.419,25.082,24.336,22.917,21.594,20.574,19.508,18.201,17.443,16.83,16.286,15.28,14.285,13.233,12.064,7.889,4.187
115,0,2.464,4.939,7.657,8.525,9.335,10.619,11.602,12.666,14.901,17.506,19.897,22.339,23.446,23.795,24.504,24.661,25.286,25.238,25.359,25.202,24.456,23.001,21.594,20.645,19.602,18.294,17.547,16.923,16.39,15.373,14.378,13.302,12.134,7.947,4.222
120,0,2.348,4.939,7.287,8.513,9.149,10.41,11.382,12.562,14.808,17.566,19.26,22.207,23.458,23.482,24.709,24.565,25.539,25.142,25.286,24.962,24.228,22.796,21.475,20.645,19.602,18.294,17.547,16.98,16.39,15.373,14.447,13.302,12.134,7.981,4.222
125,0,2.013,4.939,6.755,8.351,8.883,10.271,11.232,12.562,14.924,17.459,18.79,21.69,23.193,23.229,24.516,24.48,25.864,24.974,25.034,24.709,23.975,22.568,21.367,20.645,19.602,18.294,17.547,16.98,16.39,15.373,14.47,13.302,12.134,7.993,4.222
130,0,1.723,4.812,6.246,8.016,8.641,9.994,10.861,12.342,14.551,17.317,18.478,21.196,23.073,23.013,24.276,24.372,25.876,24.974,24.913,24.456,23.747,22.339,21.141,20.645,19.602,18.294,17.547,17.015,16.39,15.373,14.447,13.302,12.134,7.981,4.222
135,0,1.481,4.314,5.703,7.287,8.143,9.381,10.364,12.215,13.56,16.677,18.093,20.607,22.351,22.592,24.011,24.492,25.695,24.733,24.841,24.216,23.518,22.099,20.914,20.645,19.602,18.329,17.547,16.98,16.437,15.373,14.378,13.302,12.134,7.97,4.222
140,0,1.168,3.331,5.263,6.547,7.218,8.444,9.624,11.474,12.686,16.049,17.587,19.837,21.124,21.846,22.977,24.264,24.877,24.649,24.649,23.963,23.229,21.822,20.699,20.645,19.555,18.294,17.524,16.923,16.309,15.373,14.32,13.302,12.134,7.935,4.199
145,0,0.914,2.591,4.812,5.922,6.316,7.657,8.883,10.619,11.45,15.043,16.817,18.778,19.885,20.667,21.954,23.229,23.975,23.999,24.132,23.506,22.88,21.401,20.484,20.124,19.097,17.757,17.119,16.518,15.824,14.921,13.938,12.909,11.764,7.727,4.083
150,0,0.74,1.723,4.314,5.309,5.552,6.917,7.773,9.751,10.074,14.154,15.53,17.539,18.393,19.199,20.535,22.074,23.049,23.494,23.614,22.977,22.327,20.932,20.007,19.425,18.439,17.163,16.564,15.939,15.454,14.493,13.522,12.504,11.451,7.461,3.944
155,0,0.613,1.11,3.944,4.638,4.985,6.223,6.663,9.011,9.211,13.396,14.375,16.18,17.118,17.888,19.38,20.667,21.232,22.159,22.592,22.111,21.497,20.246,18.992,18.264,17.358,16.125,15.627,14.968,14.551,13.614,12.735,11.775,10.792,7.021,3.725
160,0,0.497,0.868,3.459,4.072,4.488,5.679,5.552,8.143,8.465,12.638,13.353,13.521,16.048,16.721,18.225,18.441,18.441,20.33,20.402,20.619,20.114,18.983,17.858,17.127,16.312,15.204,14.54,14.008,13.499,12.643,11.926,11.035,10.086,6.57,3.482
