TWA\TWS,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,35,40,50,60,70
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,0,1.84,3.59,5.04,6.01,6.11,6.79,7.08,7.18,7.28,7.35,7.45,7.55,7.64,7.64,7.74,7.74,7.74,5.63,0.09,0
35,0,2.24,4.46,6.21,7.37,7.47,8.44,8.63,8.83,8.92,9.08,9.18,9.36,9.46,9.46,9.55,9.65,9.65,7.64,1.41,0
40,0,2.72,5.43,7.57,8.89,9.22,10.28,10.57,10.77,10.96,11.09,11.27,11.37,11.47,11.56,11.66,11.76,11.47,9,2.61,0.46
45,0,3.01,6.01,8.24,9.43,9.7,10.67,11.06,11.35,11.64,11.66,11.84,11.94,12.13,12.23,12.37,12.51,12.51,9.9,3.84,0.83
50,0,3.2,6.5,8.73,9.73,10.09,11.16,11.54,11.83,12.13,12.23,12.43,12.61,12.8,12.9,13.1,13.47,13.47,10.65,5.19,1.43
55,0,3.4,6.98,9.22,10.05,10.48,11.54,11.93,12.32,12.61,12.71,13,13.28,13.43,13.67,13.95,14.42,14.42,11.43,6.53,2.29
60,0,3.59,7.28,9.6,10.24,10.77,11.88,12.32,12.71,13,13.18,13.58,13.91,14.16,14.55,14.84,15.42,15.38,12.31,7.87,3.11
65,0,3.76,7.48,9.84,10.41,10.99,12.16,12.63,13.02,13.42,13.75,14.24,14.65,15,15.42,15.76,16.72,16.41,13.23,8.82,3.63
70,0,3.94,7.66,9.99,10.77,11.23,12.48,12.87,13.44,14.07,14.46,14.91,15.48,15.86,16.3,16.78,18.14,17.32,13.95,9.85,4.12
75,0,4.04,7.84,10.18,11.16,11.52,12.731,13.48,14.107,14.79,15.361,15.953,16.524,16.963,17.513,18.023,19.492,18.27,14.55,10.71,4.57
80,0,4.13,7.97,10.27,11.52,11.86,12.973,13.967,14.882,15.579,16.286,16.942,17.711,18.262,18.762,19.365,20.873,19.06,15.13,11.41,4.96
85,0,4.13,7.97,10.37,11.72,12.19,13.255,14.264,15.288,16.182,17.056,17.784,18.522,19.198,19.77,20.27,21.663,19.88,15.69,12.08,5.27
90,0,4.13,7.97,10.37,11.81,12.58,13.548,14.653,15.673,16.775,17.763,18.647,19.469,20.176,20.582,20.987,22.391,20.55,16.13,12.77,5.52
95,0,4.04,7.85,10.27,11.74,12.77,13.749,14.95,16.286,17.378,18.46,19.24,20.072,20.602,20.987,21.289,22.797,21.14,16.51,13.4,5.71
100,0,3.88,7.68,10.11,11.7,12.87,13.85,15.145,16.671,17.878,19.053,19.843,20.582,20.998,21.289,21.559,23.098,21.71,17.02,14.02,5.91
105,0,3.73,7.46,9.99,11.64,12.8,13.941,15.247,16.879,18.252,19.354,19.937,20.675,21.091,21.59,21.996,23.452,22.38,17.57,14.51,6.05
110,0,3.69,7.21,9.89,11.64,12.76,13.941,15.34,17.181,18.398,19.666,20.03,20.779,21.31,21.996,22.495,24.014,23.03,18.22,14.93,6.28
115,0,3.63,7.18,9.86,11.52,12.74,13.88,15.432,17.181,18.377,19.562,20.134,20.987,21.59,22.391,23.036,24.742,23.79,18.82,15.32,6.51
120,0,3.49,6.98,9.7,11.45,12.78,13.85,15.473,17.181,18.283,19.458,20.342,21.185,21.892,22.797,23.639,25.438,24.46,19.34,15.86,6.69
125,0,3.37,6.65,9.41,11.25,12.61,13.88,15.688,17.254,18.283,19.458,20.436,21.32,22.298,23.161,24.045,26.177,25.13,19.88,16.43,6.91
130,0,3.2,6.28,8.92,10.86,12.32,13.88,15.698,17.347,18.46,19.573,20.54,21.518,22.589,23.462,24.43,26.79,25.93,20.49,17.06,7.12
135,0,2.95,5.78,8.34,10.28,11.79,13.225,15.094,16.983,18.054,19.77,20.769,21.83,22.797,23.806,24.731,27.654,26.79,21.09,17.68,7.31
140,0,2.72,5.34,7.76,9.7,11.23,12.61,14.305,16.546,17.649,19.677,20.769,21.965,22.953,24.315,25.355,28.85,27.62,21.6,18.08,7.48
145,0,2.42,4.85,6.98,8.92,10.53,11.834,13.312,15.434,16.65,18.481,20.342,21.892,23.15,24.721,25.782,28.621,27.55,21.77,18.02,7.53
150,0,2.15,4.27,6.31,8.24,9.8,11.148,12.616,14.321,15.735,17.493,19.479,21.559,23.254,24.721,26.073,28.413,27.32,21.6,17.88,7.45
155,0,1.94,3.83,5.63,7.47,9.02,10.463,11.817,13.312,14.633,15.995,18.075,20.176,21.996,23.431,24.918,28.028,26.95,21.32,17.6,7.36
160,0,1.76,3.49,5.12,6.79,8.34,9.778,11.121,12.511,13.718,14.726,16.692,18.762,20.478,22.038,23.452,27.518,26.46,20.93,17.32,7.23
170,0,1.45,2.97,4.28,5.63,6.98,8.24,9.56,10.77,11.74,12.19,13.87,15.42,16.88,18.88,19.98,24.55,24.25,18.5,16.09,6.69
180,0,1.23,2.54,3.49,4.75,5.82,6.98,8.44,9.7,10.38,10.48,12.13,13.1,14.55,16.78,17.46,22.07,21.5,16.13,14.8,6.16
