TWA\TWS,0,4,8,12,16,20,25,30,35,40,70
0,0,0,0,0,0,0,0,0,0,0,0
30,0,1.033,2.477,3.5,3.771,3.852,3.601,3.23,3.23,1.695,0
35,0,1.284,3.069,4.323,4.654,4.744,4.433,3.982,3.982,2.166,0.171
40,0,1.565,3.741,5.276,5.687,5.807,5.416,4.865,4.865,2.758,0.441
45,0,1.926,4.544,6.088,6.55,6.63,6.319,5.737,5.737,3.35,0.712
50,0,2.297,5.356,6.519,7.011,7.192,7.091,6.55,6.55,3.761,0.913
60,0,2.808,5.787,6.911,7.633,8.054,8.495,8.205,8.205,4.885,1.284
70,0,2.959,5.827,7.141,8.184,8.616,9.739,9.589,9.589,5.707,1.545
80,0,3.029,5.948,7.402,8.806,9.478,10.792,10.923,10.923,6.59,1.755
90,0,3.019,6.138,7.733,9.438,10.572,11.665,12.016,12.016,7.272,2.016
100,0,3.019,6.419,8.074,10.15,11.494,12.477,13.059,13.059,7.904,2.297
110,0,2.989,6.499,8.195,10.852,12.287,13.32,13.791,13.791,8.405,2.477
120,0,2.849,6.429,8.114,10.622,13.149,14.122,14.674,14.754,8.997,2.708
130,0,2.357,6.028,7.944,10.331,12.989,14.714,15.797,15.888,9.689,2.969
140,0,1.655,5.115,7.402,9.599,11.865,14.674,15.837,15.837,9.709,2.959
150,0,0.983,4.102,6.449,8.716,10.802,13.54,14.694,14.694,9.017,2.748
160,0,0.461,2.397,4.283,7.071,8.826,11.575,12.728,12.728,7.723,2.187
170,0,0.12,0.642,1.294,4.162,6.158,7.894,9.127,8.756,5.657,1.515
180,0,0.08,0.451,1.073,1.936,3.46,4.865,5.837,5.837,4.062,0.923
