TWA\TWS,0,6,8,10,12,14,16,20,25,30,35,40,50,70
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,0,1.204,6.138,3.841,8.907,12.728,13.189,12.929,9.699,7.743,5.787,3.831,1.434,0.09
35,0,2.959,8.004,7.563,11.845,13.049,13.51,13.36,11.665,10.14,8.606,7.081,4.213,0.281
36,0,4.122,9.408,9.619,12.437,13.23,13.681,13.821,12.568,11.304,10.05,8.796,5.647,0.742
38,0,6.389,10.802,11.013,12.828,13.5,14.022,14.473,13.35,12.217,11.093,9.96,6.509,0.923
41,0,8.716,11.675,11.795,13.28,13.942,14.483,15.005,13.902,12.919,11.946,10.973,7.653,1.053
47,0,10.592,12.537,13.079,13.952,14.744,15.386,16.018,14.915,13.861,12.818,11.785,8.606,1.204
52,0,11.434,13.069,13.902,14.624,15.506,16.208,17.001,15.797,14.594,13.39,12.186,9.087,1.314
60,0,12.387,13.831,14.684,15.486,16.439,17.322,18.345,16.931,15.506,14.102,12.678,9.569,1.454
75,0,13.27,14.684,15.998,16.991,17.753,19.488,21.173,17.894,17.111,15.155,13.4,9.849,1.665
90,0,13.26,15.025,16.64,18.144,19.298,20.592,22.618,18.866,17.653,15.938,14.313,10.241,1.946
110,0,12.738,14.694,16.901,18.355,20.12,21.444,23.54,20.852,19.167,17.663,16.56,11.294,2.407
120,0,12.357,14.694,16.449,17.763,19.91,21.895,24.232,22.327,20.632,18.947,18.375,12.337,2.869
130,0,11.424,13.912,15.757,17.613,19.97,21.765,24.283,23.31,22.327,20.983,20.481,13.781,3.601
135,0,10.852,13.26,15.396,17.091,19.538,21.274,24.162,23.32,22.658,21.765,21.434,14.634,4.162
140,0,10.381,12.618,14.533,16.249,18.485,20.862,23.46,22.959,22.588,22.216,21.845,15.346,4.624
143,0,9.93,12.116,13.882,15.777,17.863,20.531,22.999,22.668,22.337,22.016,21.685,15.416,4.714
147,0,9.418,11.625,13.089,15.025,17.041,19.599,22.457,22.146,21.835,21.524,21.213,14.995,4.624
150,0,8.836,11.193,12.578,14.393,16.549,18.505,21.805,21.494,21.193,20.882,20.592,14.403,4.534
180,0,4.122,5.998,6.61,7.282,8.164,9.067,10.06,10.221,10.391,10.562,10.732,9.107,3.51
