TWA\TWS,0,6,8,10,12,14,16,20,25,30,35,40,50,70
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,0,1.2,6.12,3.83,8.88,12.69,13.15,12.89,9.67,7.72,5.77,3.82,1.43,0.09
35,0,2.95,7.98,7.54,11.81,13.01,13.47,13.32,11.63,10.11,8.58,7.06,4.2,0.28
36,0,4.11,9.38,9.59,12.4,13.19,13.64,13.78,12.53,11.27,10.02,8.77,5.63,0.74
38,0,6.37,10.77,10.98,12.79,13.46,13.98,14.43,13.31,12.18,11.06,9.93,6.49,0.92
41,0,8.69,11.64,11.76,13.24,13.9,14.44,14.96,13.86,12.88,11.91,10.94,7.63,1.05
47,0,10.56,12.5,13.04,13.91,14.7,15.34,15.97,14.87,13.82,12.78,11.75,8.58,1.2
52,0,11.4,13.03,13.86,14.58,15.46,16.16,16.95,15.75,14.55,13.35,12.15,9.06,1.31
60,0,12.35,13.79,14.64,15.44,16.39,17.27,18.29,16.88,15.46,14.06,12.64,9.54,1.45
75,0,13.23,14.64,15.95,17.008,17.912,19.819,21.532,18.197,17.401,15.412,13.36,9.82,1.66
90,0,13.22,14.98,16.59,18.235,19.702,21.351,23.452,19.562,18.304,16.526,14.27,10.21,1.94
110,0,12.7,14.65,16.85,18.446,20.541,22.235,24.409,21.622,19.874,18.314,16.51,11.26,2.4
120,0,12.32,14.65,16.4,17.852,20.326,22.703,25.126,23.15,21.393,19.646,18.32,12.3,2.86
130,0,11.39,13.87,15.71,17.7,20.388,22.568,25.178,24.17,23.15,21.757,20.42,13.74,3.59
135,0,10.82,13.22,15.35,17.176,19.948,22.058,25.054,24.18,23.494,22.568,21.37,14.59,4.15
140,0,10.35,12.58,14.49,16.33,18.872,21.632,24.326,23.806,23.421,23.036,21.78,15.3,4.61
143,0,9.9,12.08,13.84,15.856,18.237,21.289,23.847,23.504,23.161,22.828,21.62,15.37,4.7
147,0,9.39,11.59,13.05,15.1,17.398,20.322,23.286,22.963,22.641,22.318,21.15,14.95,4.61
150,0,8.81,11.16,12.54,14.465,16.896,19.188,22.61,22.287,21.975,21.653,20.53,14.36,4.52
180,0,4.11,5.98,6.59,7.26,8.14,9.04,10.03,10.19,10.36,10.53,10.7,9.08,3.5
