TWA\TWS,0,6,8,10,12,16,18,20,25,30,40,50
0,0,0,0,0,0,0,0,0,0,0,0,0
32,0,1.264,2.267,2.548,3.5,7.683,6.329,5.667,6.329,6.81,2.628,1.494
36,0,1.535,2.668,2.919,3.821,8.465,7.001,6.098,6.71,7.302,2.919,1.655
40,0,1.745,3.039,3.21,4.082,9.047,7.392,6.419,7.001,7.663,3.099,1.765
45,0,1.926,3.48,3.44,4.353,9.438,7.683,6.71,7.302,7.974,3.31,1.896
52,0,2.156,3.831,3.731,4.574,9.829,8.024,7.001,7.593,8.365,3.601,2.036
60,0,2.377,4.122,3.972,4.764,10.12,8.365,7.202,7.884,8.656,3.892,2.197
70,0,2.507,4.283,4.002,4.865,10.411,8.756,7.492,8.265,9.047,4.152,2.397
75,0,2.487,4.373,3.992,4.834,10.602,9.047,7.623,8.515,9.248,4.253,2.507
80,0,2.457,4.433,3.992,4.865,10.802,9.338,7.944,8.756,9.438,4.363,2.618
90,0,2.487,4.493,4.042,5.055,11.093,9.829,8.656,9.047,9.629,4.574,2.838
100,0,2.518,4.574,4.102,5.296,11.193,10.411,9.539,9.589,9.829,4.764,3.009
105,0,2.548,4.594,4.152,5.446,11.193,10.602,9.92,9.88,10.02,4.865,3.079
110,0,2.618,4.594,4.203,5.647,11.193,10.802,10.311,10.18,10.17,4.965,3.139
115,0,2.648,4.614,4.293,5.837,11.234,10.993,10.702,10.511,10.221,5.055,3.2
120,0,2.628,4.594,4.383,6.118,11.324,11.093,11.093,10.802,10.311,5.135,3.24
125,0,2.457,4.473,4.303,6.158,11.615,11.193,11.354,10.993,10.411,5.356,3.29
130,0,2.297,4.303,4.183,6.088,11.675,11.284,11.434,11.284,10.461,5.567,3.35
135,0,2.146,4.122,4.062,5.948,11.575,11.284,11.384,11.675,10.602,5.647,3.41
140,0,2.016,3.952,3.892,5.757,11.384,11.093,11.284,11.575,10.802,5.787,3.44
150,0,1.755,3.601,3.47,5.175,10.411,10.221,10.511,10.602,10.511,5.677,3.44
160,0,1.464,2.999,2.939,4.383,9.338,9.167,9.539,9.629,9.729,5.256,3.25
165,0,1.354,2.758,2.728,4.052,8.756,8.656,9.147,9.147,9.338,4.965,3.099
170,0,1.244,2.558,2.528,3.791,8.265,8.174,8.756,8.656,8.947,4.704,2.859
180,0,1.073,2.277,2.237,3.31,7.302,7.302,7.974,7.613,8.074,4.183,2.417
