TWA\TWS,0,2,4,8,10,12,16,18,20,24,28,32,36,40,50
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,0,0.2,0.3,0.5,0.6,0.69,4.79,4.3,4.87,4.87,2.13,2.13,1.26,0.97,0.38
40,0,0.4,1.3,3.4,2.95,3.38,6.72,6.39,7.04,7.22,3.99,3.98,1.78,1.58,0.76
50,0,0.94,2.97,5.78,7.03,7.34,9.04,8.84,9.04,8.97,7.37,6.86,3.78,2.91,1.58
52,0,1.16,3.28,6.26,7.76,7.83,9.35,9.07,9.2,9.19,8.19,7.47,4.56,3.64,1.75
54,0,1.43,3.55,6.78,8.28,8.45,9.55,9.25,9.36,9.39,8.64,8.28,5.59,4.21,1.87
56,0,1.64,3.87,7.25,8.62,8.76,9.71,9.47,9.51,9.56,9.1,8.78,7.44,5.24,1.95
58,0,1.89,4.13,7.66,8.78,9.06,9.82,9.65,9.63,9.71,9.47,9.25,8.4,6.94,1.99
60,0,2.05,4.41,7.72,8.97,9.32,9.94,9.86,9.8,9.86,9.74,9.68,9.03,8.33,2.01
65,0,2.46,4.84,7.88,9.22,9.7,10.31,10.36,10.14,10.27,10.39,10.59,10.35,9.79,2.03
70,0,2.57,4.87,7.81,9.33,9.85,10.41,10.5,10.52,10.82,11.07,11.34,11.22,10.77,2.03
75,0,2.57,4.88,7.86,9.45,10.11,10.68,10.83,10.97,11.28,11.63,11.99,11.9,11.48,2.03
80,0,2.55,4.93,7.96,9.59,10.22,10.95,11.14,11.33,11.8,12.24,12.67,12.68,12.15,2.03
85,0,2.55,4.93,7.99,9.64,10.32,11.17,11.42,11.65,12.23,12.77,13.27,13.31,12.9,2.03
90,0,2.55,4.93,8.02,9.71,10.42,11.39,11.68,11.97,12.62,13.29,13.87,13.89,13.61,2.03
95,0,2.54,4.93,8.01,9.7,10.47,11.59,11.95,12.31,12.98,13.72,14.39,14.53,14.06,2.03
100,0,2.53,4.92,8,9.69,10.52,11.78,12.21,12.65,13.33,14.14,14.9,15.05,14.39,2.03
105,0,2.51,4.9,7.99,9.64,10.52,11.98,12.5,13.02,13.76,14.55,15.4,15.58,14.78,2.03
110,0,2.55,4.89,7.98,9.6,10.53,12.17,12.77,13.38,14.21,15.03,15.86,15.93,15.05,2.03
115,0,2.52,4.95,7.96,9.49,10.47,12.35,13,13.66,14.51,15.36,16.34,16.21,15.45,2.03
120,0,2.48,4.85,8.07,9.64,10.55,12.51,13.23,13.94,14.82,15.71,16.72,16.34,15.77,2.03
125,0,2.38,4.69,7.93,9.54,10.59,12.82,13.43,14.06,15.01,15.97,17.03,16.56,16.07,2.03
130,0,2.27,4.46,7.8,9.3,10.46,13.04,13.83,14.18,15.18,16.21,17.34,16.54,16.25,2.03
135,0,2.05,3.85,7.52,8.92,10.13,12.87,13.62,14.18,15.42,16.61,17.73,16.52,16.39,2.03
140,0,1.35,2.9,6.91,8.23,9.7,12.35,13.15,13.89,15.34,16.72,18.03,16.36,16.49,2.05
145,0,0.89,2.02,6.28,7.56,9.02,11.54,12.55,13.54,15.04,16.61,18.02,16.26,16.53,2.06
150,0,0.64,1.28,5.1,6.58,7.73,10.79,11.77,12.75,14.29,16.29,17.95,16.1,16.32,2.08
155,0,0.52,0.99,4.2,5.34,6.5,9.32,10.32,11.4,13.16,15.89,17.26,15.48,16.02,2.03
160,0,0.44,0.78,3.22,4.46,5.5,8,8.49,9.7,11.37,14.94,16.66,14.8,15.38,1.99
170,0,0.35,0.61,2.15,3.24,4,6,5.85,6.9,8.83,13.2,15.26,13.11,13.16,1.8
180,0,0.27,0.51,1.53,2.44,3,4.5,3.91,4.95,6.79,8.82,10.95,9.92,9.57,1.16
