TWA\TWS,0,3,6,9,12,15,18,21,24,27,30,35,40,50
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,0,0.973,1.946,2.919,2.919,3.892,3.892,3.892,3.892,3.892,3.892,3.892,3.892,0.792
45,0,1.946,3.892,5.767,6.76,7.783,7.783,7.502,6.479,5.837,4.865,4.865,4.865,1.083
50,0,2.758,4.865,6.439,7.482,8.576,8.756,8.245,7.151,6.63,5.837,5.837,5.837,1.374
55,0,3.18,5.837,6.961,7.783,8.917,9.218,8.947,7.924,7.111,6.81,6.81,6.81,1.585
60,0,3.631,6.66,7.342,8.114,9.097,9.508,9.539,8.756,7.623,7.573,7.512,7.573,1.765
65,0,4.092,6.971,7.753,8.556,9.438,9.759,9.98,9.348,8.184,8.164,8.104,8.174,1.906
70,0,4.534,7.171,8.074,8.756,9.729,10.13,10.521,9.96,8.756,8.686,8.646,8.546,1.986
75,0,4.784,7.332,8.365,9.027,10.12,10.602,10.862,10.642,9.398,9.127,8.917,8.756,1.996
80,0,4.945,7.603,8.756,9.428,10.732,11.204,11.234,10.943,9.93,9.559,9.187,8.867,2.026
85,0,5.065,7.954,9.208,9.859,11.254,11.615,11.585,11.153,10.451,9.789,9.448,8.997,2.026
90,0,5.236,8.305,9.849,10.441,11.575,11.805,11.785,11.434,10.893,10.1,9.729,9.137,2.056
95,0,5.436,8.736,10.542,11.193,11.795,12.056,11.916,11.565,11.254,10.351,9.859,9.368,2.086
100,0,5.667,9.157,11.023,11.675,11.946,12.247,12.106,11.675,11.494,10.582,10.12,9.569,2.136
105,0,5.837,9.458,11.514,11.926,12.166,12.447,12.267,11.855,11.675,10.953,10.361,9.779,2.207
110,0,5.978,9.599,11.755,11.986,12.437,12.648,12.507,12.046,11.855,11.264,10.552,9.96,2.287
115,0,5.968,9.418,11.805,12.006,12.447,12.648,12.678,12.277,12.106,11.585,10.782,10.211,2.367
120,0,5.837,9.047,11.504,11.695,12.096,12.196,12.648,12.457,12.196,11.825,11.053,10.451,2.437
125,0,5.617,8.596,10.913,11.324,11.815,11.876,12.477,12.497,12.387,12.036,11.414,10.782,2.558
130,0,5.406,8.154,10.371,11.023,11.514,11.675,12.156,12.457,12.558,12.217,11.835,11.193,2.648
135,0,5.085,7.623,9.89,10.842,11.173,11.374,11.886,12.076,12.527,12.377,12.186,11.605,2.748
140,0,4.824,7.161,9.498,10.702,10.852,11.063,11.514,11.765,12.327,12.558,12.327,11.675,2.778
145,0,4.544,6.62,8.756,10.401,10.702,10.883,11.204,11.414,11.966,12.467,12.066,11.514,2.668
150,0,3.982,5.837,7.783,10.03,10.471,10.702,10.943,11.133,11.605,12.126,11.625,11.113,2.578
155,0,3.47,5.196,6.81,9.629,10.06,10.451,10.702,10.883,11.294,11.675,11.053,10.702,2.457
160,0,3.119,4.664,5.837,8.756,9.639,9.98,10.391,10.702,10.973,11.163,10.562,10.371,2.317
165,0,2.778,4.132,5.115,7.783,8.756,9.488,10.01,10.401,10.752,10.562,10.12,9.94,2.136
170,0,2.417,3.691,4.534,6.81,7.783,8.756,9.528,10.05,10.391,10.08,9.819,9.729,1.896
175,0,2.177,3.149,4.112,5.837,6.6,7.783,8.505,9.549,9.729,9.338,9.298,9.218,1.545
180,0,1.946,2.919,3.892,4.865,5.236,5.837,6.81,7.783,7.964,7.823,7.783,7.362,1.304
